orig_name,dest_name,d_time,d_dur_traf,d_dist,t_time,t_dist,t_fare
Lander,Broadview,1449,1810,22555,4384.0,19602.0,5.5
Lander,Crown Hill,1391,1759,18802,3753.0,17197.0,5.5
Lander,Greenwood,1239,1614,17760,3407.0,16115.0,5.5
Lander,Lake City,1181,1541,18611,3106.0,20699.0,5.5
Lander,North Green Lake,1031,1387,16582,2763.0,14649.0,5.5
Stadium,University District,945,979,8527,1945.0,8929.0,0.0
Stadium,Ballard,1266,1405,13599,2978.0,12198.0,2.75
Stadium,Fremont,679,805,8023,1732.0,7427.0,2.75
Stadium,Campus Parkway,956,1000,8852,2060.0,9227.0,5.5
Stadium,Northgate,1097,1105,13730,2302.0,16220.0,2.75
Stadium,Broadview,1518,1615,16993,3701.0,16147.0,2.75
Stadium,Crown Hill,1341,1442,14608,3169.0,13544.0,2.75
Stadium,Greenwood,1190,1300,13759,2724.0,12660.0,2.75
Stadium,Lake City,1238,1260,14878,2082.0,15439.0,2.75
Stadium,North Green Lake,808,914,11299,2299.0,10996.0,2.75
Capitol Hill,University District,659,710,5051,1373.0,5296.0,2.75
Capitol Hill,Ballard,1357,1461,12084,3366.0,12953.0,2.75
Capitol Hill,Fremont,770,863,6508,1965.0,8050.0,5.5
Capitol Hill,Campus Parkway,536,557,3992,1015.0,4362.0,2.75
Capitol Hill,Northgate,811,836,10253,3002.0,15528.0,2.75
Capitol Hill,Broadview,1221,1269,15345,3934.0,16770.0,5.5
Capitol Hill,Crown Hill,1163,1214,11592,3847.0,15764.0,2.75
Capitol Hill,Greenwood,1011,1065,10550,2957.0,13283.0,5.5
Capitol Hill,Lake City,953,991,11401,2635.0,16154.0,5.5
Capitol Hill,North Green Lake,803,838,9372,2828.0,11947.0,2.75
15th Ave,University District,880,957,8635,2433.0,7398.0,2.75
15th Ave,Ballard,1568,1660,17078,3914.0,13300.0,2.75
15th Ave,Fremont,962,1291,8465,2548.0,8529.0,2.75
15th Ave,Campus Parkway,847,878,6724,2075.0,6464.0,2.75
15th Ave,Northgate,1032,1083,13838,2833.0,15434.0,2.75
15th Ave,Broadview,1442,1512,18930,4517.0,17249.0,2.75
15th Ave,Crown Hill,1384,1461,15176,3652.0,14360.0,2.75
15th Ave,Greenwood,1232,1312,14134,3540.0,13762.0,2.75
15th Ave,Lake City,1173,1238,14986,2709.0,15733.0,5.5
15th Ave,North Green Lake,1024,1085,12956,3196.0,12154.0,2.75
Madison,University District,989,1012,7002,3023.0,10316.0,2.75
Madison,Ballard,1685,1783,16060,4391.0,15643.0,2.75
Madison,Fremont,1179,1273,8813,2545.0,9968.0,2.75
Madison,Campus Parkway,792,827,6191,2665.0,9382.0,2.75
Madison,Northgate,1149,1206,12820,3187.0,18218.0,2.75
Madison,Broadview,1559,1634,17912,4514.0,18689.0,2.75
Madison,Crown Hill,1501,1582,14159,4483.0,17185.0,2.75
Madison,Greenwood,1349,1435,13117,3537.0,15202.0,2.75
Madison,Lake City,1290,1361,13968,3859.0,21555.0,2.75
Madison,North Green Lake,1141,1208,11939,3373.0,14637.0,2.75
Central,University District,996,1041,7454,2232.0,7766.0,2.75
Central,Ballard,1707,1838,18146,3720.0,14270.0,2.75
Central,Fremont,1187,1301,9266,2414.0,9793.0,2.75
Central,Campus Parkway,800,856,6643,2046.0,6642.0,2.75
Central,Northgate,1171,1261,14906,3404.0,18198.0,2.75
Central,Broadview,1581,1691,19998,4383.0,18514.0,2.75
Central,Crown Hill,1523,1636,16245,4160.0,15769.0,2.75
Central,Greenwood,1371,1491,15203,3406.0,15027.0,2.75
Central,Lake City,1313,1418,16054,3217.0,17639.0,5.5
Central,North Green Lake,1163,1264,14025,3410.0,13221.0,2.75
Pike/Pine,University District,728,735,6735,1995.0,7520.0,2.75
Pike/Pine,Ballard,1417,1440,15177,3219.0,11961.0,2.75
Pike/Pine,Fremont,872,923,6343,2379.0,7689.0,2.75
Pike/Pine,Campus Parkway,739,756,7059,1433.0,5590.0,2.75
Pike/Pine,Northgate,881,861,11937,2384.0,14667.0,2.75
Pike/Pine,Broadview,1291,1295,17029,4348.0,16409.0,2.75
Pike/Pine,Crown Hill,1233,1240,13276,3700.0,14772.0,2.75
Pike/Pine,Greenwood,1081,1091,12234,3371.0,12922.0,2.75
Pike/Pine,Lake City,1022,1017,13085,2389.0,14991.0,5.5
Pike/Pine,North Green Lake,873,864,11056,2681.0,10955.0,2.75
First Hill,University District,628,683,6801,2307.0,8313.0,2.75
First Hill,Ballard,1327,1415,11706,2964.0,11704.0,2.75
First Hill,Fremont,740,814,6131,1738.0,6933.0,2.75
First Hill,Campus Parkway,639,703,7125,1871.0,6377.0,2.75
First Hill,Northgate,781,804,12003,2063.0,14133.0,2.75
First Hill,Broadview,1190,1237,17095,3707.0,15653.0,2.75
First Hill,Crown Hill,1132,1182,13342,3089.0,13089.0,2.75
First Hill,Greenwood,981,1033,12300,2730.0,12166.0,2.75
First Hill,Lake City,922,959,13151,2735.0,17470.0,2.75
First Hill,North Green Lake,773,806,11122,2211.0,10541.0,2.75
Yesler Terrace,University District,754,800,7963,2740.0,7953.0,2.75
Yesler Terrace,Ballard,1443,1502,16406,3196.0,12337.0,2.75
Yesler Terrace,Fremont,837,1127,7793,2079.0,7919.0,2.75
Yesler Terrace,Campus Parkway,765,820,8287,2382.0,7019.0,2.75
Yesler Terrace,Northgate,907,926,13165,2832.0,16172.0,2.75
Yesler Terrace,Broadview,1317,1359,18257,4048.0,16639.0,2.75
Yesler Terrace,Crown Hill,1259,1304,14504,3168.0,13792.0,2.75
Yesler Terrace,Greenwood,1107,1155,13462,3071.0,13152.0,2.75
Yesler Terrace,Lake City,1048,1081,14314,2739.0,16478.0,5.5
Yesler Terrace,North Green Lake,899,928,12284,2413.0,11209.0,2.75
Uptown,North Greenwood,1058,1089,10539,2482.0,11295.0,2.75
Uptown,Oaktree,1003,1033,10087,2380.0,12147.0,2.75
Uptown,Roosevelt,819,943,8383,2695.0,10351.0,2.75
Uptown,Husky Stadium,702,855,5981,1905.0,9131.0,5.5
Uptown,Interbay,577,588,5569,1292.0,3211.0,2.75
Uptown,Denny,872,1005,7200,1931.0,6446.0,2.75
Uptown,Westlake,446,486,2119,1259.0,2309.0,2.75
Uptown,King Street Station,935,918,3880,1287.0,4091.0,2.75
Uptown,Colman Dock,815,789,3928,1159.0,3573.0,2.75
Uptown,South Lake Union,421,517,1793,1203.0,3249.0,2.75
Lander,North Greenwood,1242,1619,18079,3403.0,16379.0,5.5
Lander,Oaktree,1142,1507,17495,2926.0,16460.0,5.5
Lander,Roosevelt,906,1266,13781,2957.0,15164.0,5.5
Lander,Husky Stadium,789,1178,11379,1444.0,11107.0,2.75
Lander,Interbay,1370,1728,12144,3458.0,11157.0,5.5
Lander,Denny,382,403,2966,627.0,2234.0,2.75
Lander,Westlake,1005,1279,7968,1879.0,8486.0,5.5
Lander,King Street Station,628,677,3551,819.0,4037.0,2.75
Lander,Colman Dock,701,862,3913,1202.0,5015.0,2.75
Lander,South Lake Union,583,1137,7973,2343.0,8190.0,5.5
Stadium,North Greenwood,1193,1304,13860,2720.0,12924.0,2.75
Stadium,Oaktree,1138,1248,13408,2462.0,12807.0,2.75
Stadium,Roosevelt,964,988,10047,2761.0,10860.0,0.0
Stadium,Husky Stadium,847,900,7645,1349.0,7957.0,2.75
Stadium,Interbay,1005,1222,9797,2671.0,9625.0,2.75
Stadium,Denny,438,419,2448,915.0,2941.0,2.75
Stadium,Westlake,640,772,5621,1777.0,4905.0,2.75
Stadium,King Street Station,118,118,245,233.0,310.0,0.0
Stadium,Colman Dock,188,199,904,785.0,1014.0,0.0
Stadium,South Lake Union,658,811,5313,1726.0,4202.0,2.75
Capitol Hill,North Greenwood,1014,1070,10869,2953.0,13548.0,5.5
Capitol Hill,Oaktree,914,964,10285,2991.0,13758.0,2.75
Capitol Hill,Roosevelt,678,719,6571,2509.0,7590.0,2.75
Capitol Hill,Husky Stadium,625,699,4250,934.0,4541.0,2.75
Capitol Hill,Interbay,1159,1275,9109,2879.0,10380.0,2.75
Capitol Hill,Denny,757,826,7341,1677.0,6699.0,2.75
Capitol Hill,Westlake,583,664,3072,1944.0,5784.0,2.75
Capitol Hill,King Street Station,737,792,4265,1343.0,4733.0,2.75
Capitol Hill,Colman Dock,798,897,4392,1450.0,4513.0,2.75
Capitol Hill,South Lake Union,381,417,1913,1250.0,1638.0,0.0
15th Ave,North Greenwood,1235,1316,14453,3536.0,14026.0,2.75
15th Ave,Oaktree,1134,1211,13870,3359.0,13965.0,2.75
15th Ave,Roosevelt,899,966,10155,3449.0,9692.0,2.75
15th Ave,Husky Stadium,708,778,5143,1629.0,5677.0,5.5
15th Ave,Interbay,1429,1530,9769,3560.0,9505.0,2.75
15th Ave,Denny,791,850,5527,2200.0,5024.0,5.5
15th Ave,Westlake,974,1033,4245,2280.0,5991.0,2.75
15th Ave,King Street Station,605,659,2826,1536.0,2692.0,2.75
15th Ave,Colman Dock,738,796,3361,1443.0,2818.0,2.75
15th Ave,South Lake Union,794,830,3082,2432.0,4908.0,2.75
Madison,North Greenwood,1351,1441,13436,3533.0,15466.0,2.75
Madison,Oaktree,1251,1334,12852,3536.0,16448.0,2.75
Madison,Roosevelt,1016,1089,9138,3674.0,9880.0,2.75
Madison,Husky Stadium,651,719,4605,2174.0,10793.0,5.5
Madison,Interbay,1808,1912,14170,3904.0,13070.0,2.75
Madison,Denny,1409,1530,9820,2894.0,9703.0,2.75
Madison,Westlake,1294,1428,7491,2457.0,8474.0,2.75
Madison,King Street Station,1318,1384,6791,2403.0,7550.0,2.75
Madison,Colman Dock,1451,1500,7327,2156.0,5908.0,2.75
Madison,South Lake Union,1092,1181,6333,2534.0,5690.0,2.75
Central,North Greenwood,1374,1497,15522,3402.0,15291.0,2.75
Central,Oaktree,1274,1390,14938,3573.0,15032.0,2.75
Central,Roosevelt,1038,1143,11224,3260.0,9776.0,2.75
Central,Husky Stadium,661,754,5063,1803.0,7571.0,5.5
Central,Interbay,1597,1804,11202,3865.0,9729.0,2.75
Central,Denny,894,946,6503,1962.0,7748.0,5.5
Central,Westlake,910,1256,6574,2221.0,7004.0,2.75
Central,King Street Station,731,832,3858,1750.0,3760.0,2.75
Central,Colman Dock,863,969,4393,1777.0,3825.0,2.75
Central,South Lake Union,715,1015,5415,1803.0,5516.0,2.75
Pike/Pine,North Greenwood,1084,1095,12553,3367.0,13187.0,2.75
Pike/Pine,Oaktree,983,989,11969,2844.0,12766.0,2.75
Pike/Pine,Roosevelt,748,744,8255,2807.0,8818.0,2.75
Pike/Pine,Husky Stadium,631,655,5853,974.0,4564.0,2.75
Pike/Pine,Interbay,1261,1335,8944,2732.0,9388.0,2.75
Pike/Pine,Denny,779,815,5804,1717.0,6722.0,2.75
Pike/Pine,Westlake,806,839,3419,1797.0,4792.0,2.75
Pike/Pine,King Street Station,701,780,2703,1383.0,4756.0,2.75
Pike/Pine,Colman Dock,747,827,2877,1150.0,2183.0,2.75
Pike/Pine,South Lake Union,626,637,2257,1566.0,2702.0,2.75
First Hill,North Greenwood,983,1038,12619,2726.0,12431.0,2.75
First Hill,Oaktree,883,932,12035,2359.0,12352.0,2.75
First Hill,Roosevelt,648,687,8321,2993.0,9537.0,8.25
First Hill,Husky Stadium,531,599,5919,1480.0,5229.0,5.5
First Hill,Interbay,1129,1226,8731,2579.0,9131.0,2.75
First Hill,Denny,576,621,5071,1490.0,4084.0,2.75
First Hill,Westlake,674,734,3206,1372.0,4378.0,2.75
First Hill,King Street Station,499,585,1970,1004.0,2182.0,2.75
First Hill,Colman Dock,545,639,2144,770.0,1443.0,2.75
First Hill,South Lake Union,494,532,2044,1772.0,4083.0,2.75
Yesler Terrace,North Greenwood,1110,1159,13781,3067.0,13416.0,2.75
Yesler Terrace,Oaktree,1009,1054,13198,2576.0,13020.0,2.75
Yesler Terrace,Roosevelt,774,808,9483,3772.0,13250.0,2.75
Yesler Terrace,Husky Stadium,657,721,7081,1531.0,6204.0,5.5
Yesler Terrace,Interbay,1351,1445,9570,2873.0,7752.0,2.75
Yesler Terrace,Denny,657,725,3571,1377.0,3720.0,2.75
Yesler Terrace,Westlake,646,914,4833,1529.0,5046.0,2.75
Yesler Terrace,King Street Station,389,403,1457,711.0,1497.0,2.75
Yesler Terrace,Colman Dock,522,534,1993,936.0,1798.0,2.75
Yesler Terrace,South Lake Union,451,673,3675,1888.0,4359.0,2.75
Uptown,Lander,884,1070,9704,2152.0,7786.0,5.5
Uptown,Stadium,704,880,6137,1446.0,4355.0,2.75
Uptown,Capitol Hill,586,685,3207,1516.0,4305.0,2.75
Uptown,15th Ave,963,1101,6048,1888.0,5229.0,2.75
Uptown,Madison,1030,1224,9145,2436.0,7366.0,2.75
Uptown,Central,1080,1293,7842,1773.0,7439.0,2.75
Uptown,Pike/Pine,899,921,3770,1906.0,4719.0,2.75
Uptown,First Hill,794,854,3567,1976.0,4315.0,2.75
Uptown,Yesler Terrace,720,896,5442,2013.0,4618.0,2.75
Lander,Uptown,1083,1349,8212,2274.0,7888.0,5.5
Lander,Stadium,578,678,3190,949.0,4288.0,2.75
Lander,Capitol Hill,1023,1084,5626,1636.0,8034.0,2.75
Lander,15th Ave,609,668,3835,2181.0,6398.0,5.5
Lander,Madison,1030,1126,7818,2922.0,11698.0,5.5
Lander,Central,616,697,4413,1571.0,6037.0,5.5
Lander,Pike/Pine,753,811,4121,1620.0,8057.0,2.75
Lander,First Hill,597,736,3616,1358.0,4307.0,2.75
Lander,Yesler Terrace,476,533,2868,1031.0,3251.0,2.75
Stadium,Uptown,674,824,4803,1750.0,4330.0,2.75
Stadium,Lander,553,550,3195,862.0,3992.0,2.75
Stadium,Capitol Hill,778,797,6232,1541.0,4884.0,2.75
Stadium,15th Ave,732,745,3186,1699.0,2830.0,2.75
Stadium,Madison,1250,1293,7600,2467.0,7930.0,2.75
Stadium,Central,836,864,4195,1710.0,3902.0,2.75
Stadium,Pike/Pine,793,809,2857,1554.0,3078.0,2.75
Stadium,First Hill,606,633,2124,1314.0,2078.0,2.75
Stadium,Yesler Terrace,491,516,1853,911.0,1656.0,2.75
Capitol Hill,Uptown,675,762,3499,1887.0,3823.0,2.75
Capitol Hill,Lander,754,836,8295,1685.0,6363.0,2.75
Capitol Hill,Stadium,711,891,6244,1445.0,4873.0,2.75
Capitol Hill,15th Ave,506,481,2380,1208.0,2562.0,2.75
Capitol Hill,Madison,646,667,4137,1847.0,5338.0,2.75
Capitol Hill,Central,628,636,4137,1395.0,4628.0,2.75
Capitol Hill,Pike/Pine,409,375,1895,643.0,1656.0,2.75
Capitol Hill,First Hill,508,507,2297,829.0,2318.0,2.75
Capitol Hill,Yesler Terrace,725,672,2706,1274.0,3651.0,2.75
15th Ave,Uptown,863,1175,5933,2053.0,5245.0,2.75
15th Ave,Lander,591,636,3841,1707.0,5203.0,2.75
15th Ave,Stadium,694,748,3215,1657.0,2831.0,2.75
15th Ave,Capitol Hill,518,518,2380,1246.0,2574.0,2.75
15th Ave,Madison,599,631,3993,1290.0,3918.0,2.75
15th Ave,Central,280,292,1589,796.0,2120.0,2.75
15th Ave,Pike/Pine,249,246,874,656.0,874.0,0.0
15th Ave,First Hill,311,322,1297,851.0,1158.0,2.75
15th Ave,Yesler Terrace,298,331,1609,917.0,1602.0,2.75
Madison,Uptown,1386,1527,7919,2764.0,8261.0,2.75
Madison,Lander,1115,1187,8122,2679.0,9065.0,2.75
Madison,Stadium,1339,1475,7956,2505.0,7690.0,2.75
Madison,Capitol Hill,729,774,4460,2010.0,5408.0,2.75
Madison,15th Ave,713,783,4297,1192.0,3835.0,2.75
Madison,Central,520,548,3709,1549.0,4461.0,2.75
Madison,Pike/Pine,773,819,4327,1119.0,4024.0,2.75
Madison,First Hill,833,892,4749,1526.0,4566.0,2.75
Madison,Yesler Terrace,943,1055,6350,2268.0,6353.0,2.75
Central,Uptown,1002,1354,7002,2243.0,6995.0,2.75
Central,Lander,595,625,4413,1557.0,5840.0,5.5
Central,Stadium,819,921,4247,1871.0,3899.0,2.75
Central,Capitol Hill,613,670,4208,1461.0,4411.0,2.75
Central,15th Ave,251,280,1589,999.0,2052.0,2.75
Central,Madison,414,428,3404,1061.0,3673.0,2.75
Central,Pike/Pine,434,460,2378,1175.0,2689.0,2.75
Central,First Hill,493,530,2800,1172.0,2704.0,2.75
Central,Yesler Terrace,423,503,2641,1131.0,2669.0,2.75
Pike/Pine,Uptown,885,902,3815,1733.0,4503.0,2.75
Pike/Pine,Lander,731,743,4063,1311.0,5042.0,2.75
Pike/Pine,Stadium,693,848,4946,1485.0,4896.0,2.75
Pike/Pine,Capitol Hill,454,400,1487,903.0,1498.0,2.75
Pike/Pine,15th Ave,256,237,1043,548.0,1122.0,2.75
Pike/Pine,Madison,680,666,3903,1094.0,4012.0,2.75
Pike/Pine,Central,414,394,2472,1016.0,2633.0,2.75
Pike/Pine,First Hill,203,192,733,483.0,841.0,2.75
Pike/Pine,Yesler Terrace,374,371,1381,701.0,1792.0,2.25
First Hill,Uptown,753,793,3603,1751.0,3875.0,2.75
First Hill,Lander,566,590,3611,959.0,4146.0,2.75
First Hill,Stadium,490,631,4213,1134.0,2433.0,2.75
First Hill,Capitol Hill,457,469,2266,977.0,2053.0,2.75
First Hill,15th Ave,267,269,1315,667.0,1579.0,2.75
First Hill,Madison,715,718,4445,1649.0,5114.0,2.75
First Hill,Central,425,427,2743,1176.0,3180.0,2.75
First Hill,Pike/Pine,187,177,733,328.0,755.0,2.75
First Hill,Yesler Terrace,207,215,929,595.0,1144.0,2.75
Yesler Terrace,Uptown,738,1012,5261,1749.0,4578.0,2.75
Yesler Terrace,Lander,407,433,2779,686.0,3068.0,2.75
Yesler Terrace,Stadium,477,492,1847,873.0,1637.0,2.75
Yesler Terrace,Capitol Hill,609,613,3436,1148.0,3101.0,2.75
Yesler Terrace,15th Ave,309,333,1540,1070.0,1778.0,2.25
Yesler Terrace,Madison,840,887,5977,1971.0,5784.0,5.0
Yesler Terrace,Central,426,458,2573,1046.0,2917.0,2.75
Yesler Terrace,Pike/Pine,369,375,1381,892.0,1936.0,2.25
Yesler Terrace,First Hill,215,256,919,256.0,1304.0,2.75
Uptown,West Seattle Junction/Triangle,885,926,11466,2633.0,12059.0,2.75
Uptown,Morgan Junction,1080,1119,13281,2743.0,13964.0,2.75
Uptown,Westwood,1310,1456,17528,3596.0,18639.0,5.5
Uptown,Roxbury,1149,1202,15551,2729.0,15282.0,2.75
Uptown,Admiral,856,890,11597,3203.0,14274.0,2.75
Uptown,North Beacon Hill,874,1029,8644,2095.0,7757.0,5.5
Uptown,Mt. Baker Station,883,1024,8616,2297.0,9004.0,5.5
Uptown,Columbia City Station,1031,1225,11349,2375.0,10777.0,5.5
Uptown,Othello Station,1202,1394,14163,2615.0,13520.0,5.5
Uptown,Rainier Beach,1280,1460,18963,3946.0,16222.0,2.75
Lander,West Seattle Junction/Triangle,549,554,7116,2304.0,13258.0,5.5
Lander,Morgan Junction,744,747,8930,2414.0,15164.0,5.5
Lander,Westwood,1397,1769,22926,3387.0,21071.0,5.5
Lander,Roxbury,867,875,10622,2488.0,12732.0,2.75
Lander,Admiral,520,519,7247,2274.0,11941.0,5.5
Lander,North Beacon Hill,58,58,140,117.0,140.0,0.0
Lander,Mt. Baker Station,246,248,1333,336.0,1448.0,2.75
Lander,Columbia City Station,446,441,3290,414.0,3218.0,2.75
Lander,Othello Station,727,718,5844,654.0,5962.0,2.75
Lander,Rainier Beach,787,820,12284,1625.0,9687.0,5.5
Stadium,West Seattle Junction/Triangle,788,798,7182,2176.0,10023.0,2.75
Stadium,Morgan Junction,983,990,8997,2286.0,11929.0,2.75
Stadium,Westwood,1455,1501,19192,2899.0,17667.0,2.75
Stadium,Roxbury,1049,1069,12788,2332.0,13246.0,2.75
Stadium,Admiral,759,762,7313,2614.0,10112.0,2.75
Stadium,North Beacon Hill,587,586,3283,805.0,3963.0,2.75
Stadium,Mt. Baker Station,592,578,4795,1007.0,5227.0,2.75
Stadium,Columbia City Station,739,772,7102,1085.0,6997.0,2.75
Stadium,Othello Station,911,940,9916,1325.0,9741.0,2.75
Stadium,Rainier Beach,988,1006,14716,2544.0,12752.0,2.75
Capitol Hill,West Seattle Junction/Triangle,926,976,12371,2849.0,12315.0,2.75
Capitol Hill,Morgan Junction,1121,1169,14186,2959.0,14220.0,2.75
Capitol Hill,Westwood,1169,1232,15716,3452.0,18383.0,5.5
Capitol Hill,Roxbury,1230,1281,15893,2790.0,15518.0,5.5
Capitol Hill,Admiral,897,940,12502,3419.0,14530.0,2.75
Capitol Hill,North Beacon Hill,744,794,7235,1734.0,6418.0,2.75
Capitol Hill,Mt. Baker Station,753,789,7208,1680.0,6273.0,2.75
Capitol Hill,Columbia City Station,901,990,9941,1824.0,10938.0,2.75
Capitol Hill,Othello Station,1073,1160,12755,2064.0,13682.0,2.75
Capitol Hill,Rainier Beach,1151,1226,17555,3035.0,17420.0,5.5
15th Ave,West Seattle Junction/Triangle,926,967,10780,2977.0,10999.0,2.75
15th Ave,Morgan Junction,1121,1160,12595,3087.0,12905.0,2.75
15th Ave,Westwood,1390,1479,19300,3526.0,17962.0,5.5
15th Ave,Roxbury,1230,1272,14302,2897.0,14316.0,2.75
15th Ave,Admiral,897,931,10911,3395.0,13215.0,2.75
15th Ave,North Beacon Hill,589,629,4063,1756.0,5258.0,2.75
15th Ave,Mt. Baker Station,669,682,4317,1622.0,5098.0,2.75
15th Ave,Columbia City Station,857,908,6839,2041.0,6967.0,5.5
15th Ave,Othello Station,1157,1207,9422,2281.0,9711.0,5.5
15th Ave,Rainier Beach,1150,1217,15964,3612.0,13049.0,2.75
Madison,West Seattle Junction/Triangle,1544,1643,15074,3454.0,15005.0,2.75
Madison,Morgan Junction,1739,1834,16888,3564.0,16910.0,2.75
Madison,Westwood,1507,1592,18283,4357.0,21819.0,5.5
Madison,Roxbury,1848,1952,18596,4090.0,18615.0,2.75
Madison,Admiral,1515,1605,15205,4859.0,17675.0,2.75
Madison,North Beacon Hill,1056,1128,7982,2724.0,10748.0,5.5
Madison,Mt. Baker Station,979,922,7807,2295.0,7806.0,2.75
Madison,Columbia City Station,1155,1090,9581,3004.0,13767.0,5.5
Madison,Othello Station,1455,1390,12164,3244.0,16511.0,5.5
Madison,Rainier Beach,1681,1627,15476,4035.0,16289.0,2.75
Central,West Seattle Junction/Triangle,1065,1145,11848,3191.0,12066.0,2.75
Central,Morgan Junction,1260,1337,13663,3301.0,13972.0,2.75
Central,Westwood,1529,1648,20368,4034.0,19868.0,5.5
Central,Roxbury,1370,1449,15370,3347.0,15289.0,2.75
Central,Admiral,1036,1108,11979,3849.0,17455.0,8.25
Central,North Beacon Hill,536,566,4273,1449.0,5706.0,5.5
Central,Mt. Baker Station,449,480,3683,1040.0,4471.0,2.75
Central,Columbia City Station,614,640,5458,1689.0,6482.0,2.75
Central,Othello Station,915,939,8041,2049.0,9309.0,5.5
Central,Rainier Beach,1296,1321,11388,2840.0,12954.0,2.75
Pike/Pine,West Seattle Junction/Triangle,914,932,11057,2748.0,10848.0,2.75
Pike/Pine,Morgan Junction,1109,1124,12872,2858.0,12754.0,2.75
Pike/Pine,Westwood,1239,1258,17399,3206.0,17220.0,5.5
Pike/Pine,Roxbury,1218,1237,14579,2844.0,14071.0,2.75
Pike/Pine,Admiral,885,895,11188,3318.0,13064.0,2.75
Pike/Pine,North Beacon Hill,729,736,4285,1360.0,5097.0,2.75
Pike/Pine,Mt. Baker Station,734,743,5910,1337.0,5077.0,2.75
Pike/Pine,Columbia City Station,889,946,8627,1864.0,10961.0,2.75
Pike/Pine,Othello Station,1061,1116,11441,2104.0,13705.0,2.75
Pike/Pine,Rainier Beach,1139,1182,16241,3327.0,13028.0,2.75
First Hill,West Seattle Junction/Triangle,711,737,10324,2368.0,10108.0,2.75
First Hill,Morgan Junction,906,929,12139,2478.0,12014.0,2.75
First Hill,Westwood,1139,1200,17466,3091.0,17227.0,5.5
First Hill,Roxbury,1016,1042,13846,2464.0,13331.0,2.75
First Hill,Admiral,682,700,10455,2938.0,12324.0,2.75
First Hill,North Beacon Hill,523,555,5204,1008.0,4201.0,2.75
First Hill,Mt. Baker Station,531,550,5177,1391.0,4841.0,2.75
First Hill,Columbia City Station,686,755,7894,1759.0,8806.0,2.75
First Hill,Othello Station,858,922,10708,1999.0,11549.0,2.75
First Hill,Rainier Beach,936,988,15508,2996.0,12883.0,2.75
Yesler Terrace,West Seattle Junction/Triangle,801,810,10108,2199.0,10039.0,2.75
Yesler Terrace,Morgan Junction,996,1002,11922,2309.0,11945.0,2.75
Yesler Terrace,Westwood,1265,1322,18628,3556.0,18706.0,5.5
Yesler Terrace,Roxbury,1105,1115,13630,2775.0,13556.0,2.75
Yesler Terrace,Admiral,772,774,10239,3351.0,17258.0,2.75
Yesler Terrace,North Beacon Hill,405,423,3001,735.0,3123.0,2.75
Yesler Terrace,Mt. Baker Station,497,488,3317,1085.0,3664.0,2.75
Yesler Terrace,Columbia City Station,716,701,5257,1192.0,5440.0,2.75
Yesler Terrace,Othello Station,1016,1000,7840,1791.0,8932.0,5.5
Yesler Terrace,Rainier Beach,1025,1060,15292,2343.0,11912.0,2.75
Uptown,Belltown,434,469,1723,580.0,1909.0,2.75
Lander,Belltown,835,1125,5973,1488.0,6312.0,5.5
Stadium,Belltown,470,620,3626,1126.0,2718.0,2.75
Capitol Hill,Belltown,668,742,2759,1404.0,3370.0,2.75
15th Ave,Belltown,817,929,3420,1523.0,3441.0,2.75
Madison,Belltown,1338,1511,6873,2009.0,6060.0,2.75
Central,Belltown,970,1162,4591,1952.0,4870.0,2.75
Pike/Pine,Belltown,723,713,2407,1203.0,2699.0,2.75
First Hill,Belltown,506,589,2123,981.0,2204.0,2.75
Yesler Terrace,Belltown,654,791,2995,1205.0,2907.0,2.75
West Seattle Junction/Triangle,University District,1157,1876,16604,3801.0,17758.0,2.75
West Seattle Junction/Triangle,Ballard,1567,2264,20036,3969.0,20239.0,2.75
West Seattle Junction/Triangle,Fremont,980,1682,14460,2723.0,15468.0,2.75
West Seattle Junction/Triangle,Campus Parkway,1168,1892,16929,3443.0,16824.0,2.75
West Seattle Junction/Triangle,Northgate,1309,2002,21807,3365.0,24079.0,2.75
West Seattle Junction/Triangle,Broadview,1719,2422,26899,4692.0,24188.0,2.75
West Seattle Junction/Triangle,Crown Hill,1642,2317,21045,4001.0,21664.0,2.75
West Seattle Junction/Triangle,Greenwood,1491,2176,20196,3715.0,20701.0,2.75
West Seattle Junction/Triangle,Lake City,1451,2152,22955,3358.0,23808.0,5.5
West Seattle Junction/Triangle,North Green Lake,1109,1792,17736,3251.0,19116.0,2.75
Morgan Junction,University District,1353,2098,18454,3416.0,18870.0,0.0
Morgan Junction,Ballard,1763,2437,21886,4164.0,22010.0,2.75
Morgan Junction,Fremont,1176,1860,16310,2918.0,17239.0,2.75
Morgan Junction,Campus Parkway,1364,2114,18779,3758.0,18595.0,2.75
Morgan Junction,Northgate,1506,2224,23656,3560.0,25849.0,2.75
Morgan Junction,Broadview,1915,2642,28749,4887.0,25959.0,2.75
Morgan Junction,Crown Hill,1838,2496,22895,4196.0,23434.0,2.75
Morgan Junction,Greenwood,1687,2355,22045,3910.0,22472.0,2.75
Morgan Junction,Lake City,1647,2375,24805,4232.0,29186.0,2.75
Morgan Junction,North Green Lake,1305,1971,19585,3446.0,20886.0,2.75
Westwood,University District,1019,1172,12176,2799.0,9540.0,2.75
Westwood,Ballard,1406,1476,13955,4131.0,15264.0,2.75
Westwood,Fremont,1174,1247,13407,3696.0,21342.0,2.75
Westwood,Campus Parkway,1043,1238,12697,2840.0,10914.0,2.75
Westwood,Northgate,727,752,7024,2026.0,5810.0,5.5
